Date,Open,High,Low,Close,Adj Close,Volume
03-01-2011,119.540001,121.379997,118.044998,119.110001,93.879234,6765680
04-01-2011,120.065002,120.065002,116.510002,116.769997,92.034897,7849660
05-01-2011,117.459999,117.459999,114.334999,114.75,90.442795,6947230
06-01-2011,115.269997,116.400002,109.379997,109.955002,86.663498,14857590
07-01-2011,109.900002,109.970001,102.099998,102.995003,81.177834,18265140
10-01-2011,103.300003,105,97.709999,98.580002,77.698044,18869360
11-01-2011,99.300003,101,93.099998,94.220001,74.26162,37095460
12-01-2011,94.839996,99.900002,94.839996,99.57,78.478333,22557100
13-01-2011,100,103.370003,98.690002,100.269997,79.030067,22896120
14-01-2011,100.5,100.589996,96.205002,96.955002,76.417267,17225540
17-01-2011,96.900002,100.300003,95.550003,97.529999,76.870461,19800150
18-01-2011,98,102,98,101.544998,80.034973,14260700
19-01-2011,102,106,100.230003,105.294998,82.990601,30469140
20-01-2011,104.800003,105.489998,102.410004,104.330002,82.230042,16252680
21-01-2011,104,104.82,100.599998,101.294998,79.837929,9705400
24-01-2011,102.379997,104.400002,101.629997,103.18,81.323639,9942650
25-01-2011,104.084999,104.989998,100.695,101.43,79.944336,13188680
27-01-2011,102,103.269997,95.900002,96.305,75.904953,20217470
28-01-2011,96.305,98.300003,88.059998,89.639999,70.651787,31155680
31-01-2011,89.599998,91.300003,86.010002,90.550003,71.369026,31122740
01-02-2011,90.690002,92.699997,89.199997,89.934998,70.884285,17259480
02-02-2011,91.199997,94.5,89.735001,92.995003,73.296127,19244120
03-02-2011,93.089996,93.489998,90.440002,92.629997,73.008415,24870420
04-02-2011,92.699997,93.800003,88.519997,89.614998,70.63208,19902190
07-02-2011,89.605003,91.394997,88.154999,89.809998,70.785767,13989880
08-02-2011,90.199997,90.300003,81.300003,82.260002,64.835068,26065590
09-02-2011,81.699997,84,75.084999,78.235001,61.662674,34703620
10-02-2011,78.800003,84.400002,77.300003,83.370003,65.709938,28311470
11-02-2011,83.5,86.870003,80.714996,86.010002,67.79071,20655640
14-02-2011,86.720001,89.5,86.264999,88.790001,69.981834,19365760
15-02-2011,89,91.860001,86.5,89.815002,70.789711,24278430
16-02-2011,89.5,92.160004,89.050003,89.785004,70.766083,20304090
17-02-2011,90,92.474998,89.434998,92.175003,72.649803,15825420
18-02-2011,92.199997,92.739998,87.809998,88.334999,69.623215,19261570
21-02-2011,88,92.5,86.599998,92.029999,72.535507,21581740
22-02-2011,91.010002,91.989998,88.889999,90.150002,71.053757,14314760
23-02-2011,90.099998,91.389999,88.650002,89.169998,70.281357,12616710
24-02-2011,90.800003,91.900002,85.559998,86.639999,68.287262,19719730
25-02-2011,86.699997,87.800003,84,86.43,68.12175,16806590
28-02-2011,87.160004,90.870003,85.900002,87.029999,68.594658,14723310
01-03-2011,88,95.675003,87.894997,94.419998,74.419235,27775420
03-03-2011,93.949997,97.120003,92.010002,96.019997,75.680298,28418920
04-03-2011,96.620003,97.105003,94.525002,95.294998,75.108902,16135140
07-03-2011,93.800003,94,90.300003,91.964996,72.484283,19357330
08-03-2011,91.964996,94.239998,91.964996,93.684998,73.839943,13516010
09-03-2011,93.989998,97.239998,93.5,96.705002,76.220238,20926850
10-03-2011,96.129997,96.464996,93.305,93.775002,73.910889,15911310
11-03-2011,92.900002,93.300003,89.364998,90.235001,71.120743,21520270
14-03-2011,90.214996,93,89.605003,92.805,73.146355,12626360
15-03-2011,90,92.089996,89,90.904999,71.648827,16159290
16-03-2011,91.900002,93,89.5,90.559998,71.376892,37826080
17-03-2011,90.099998,90.955002,88.504997,88.985001,70.135529,16008900
18-03-2011,90.5,90.879997,88.660004,89.474998,70.521744,16334610
21-03-2011,90.690002,90.699997,86.900002,87.43,68.909927,15245240
22-03-2011,88,89.349998,87.400002,87.779999,69.185776,13878430
23-03-2011,85.849998,90.620003,85.849998,90.239998,71.124664,15909630
24-03-2011,90.690002,91.5,89.589996,89.885002,70.844902,9747240
25-03-2011,90.589996,91.169998,89.32,90.720001,71.503006,12012170
28-03-2011,90.794998,91.985001,90,90.894997,71.640938,11048650
29-03-2011,90.849998,92.599998,90.264999,91.464996,72.090195,17469710
30-03-2011,92.010002,92.794998,91.199997,91.790001,72.346352,9924690
31-03-2011,92,92.239998,90.214996,91.629997,72.22023,15650160
01-04-2011,91.809998,95.425003,91.199997,94.959999,74.844849,16045050
04-04-2011,95.5,97.195,95.5,96.610001,76.145332,9718090
05-04-2011,96.705002,99.889999,94.610001,99.230003,78.21035,14289690
06-04-2011,99,101.165001,98.779999,99.695,78.576874,14417410
07-04-2011,101.400002,101.489998,99.014999,100.114998,78.907906,7794150
08-04-2011,99.900002,100.980003,97.160004,97.894997,77.158134,11368030
11-04-2011,97.5,97.599998,95.235001,95.684998,75.41629,8253320
13-04-2011,96.199997,98.900002,94.5,96.18,75.806427,10558130
15-04-2011,96.199997,97.339996,95.199997,95.824997,75.526627,8655830
18-04-2011,95.93,96.955002,93.110001,93.550003,73.733536,9560030
19-04-2011,93.550003,94,92,93.599998,73.772942,7420870
20-04-2011,94.199997,97.5,94.199997,97.014999,76.464546,12562250
21-04-2011,97.5,98.870003,97.010002,97.410004,76.775887,8129920
25-04-2011,97.160004,98.349998,96.510002,97.919998,77.177849,5977190
26-04-2011,98,100.099998,96.949997,99.82,78.675385,9240140
27-04-2011,100,100.800003,97.639999,98.214996,77.410355,9423460
28-04-2011,98.610001,98.794998,95.099998,95.565002,75.321701,13443170
29-04-2011,95.985001,96.394997,94.019997,94.815002,74.730576,7179340
02-05-2011,95.175003,95.800003,92.800003,93.150002,73.418266,5516410
03-05-2011,93.199997,93.300003,90.154999,90.589996,71.400543,8098850
04-05-2011,91,91.5,88.400002,89.510002,70.549332,7025680
05-05-2011,90.699997,90.699997,85.550003,85.955002,67.74736,9130990
06-05-2011,86.440002,89.599998,86.144997,89.160004,70.273468,9417610
09-05-2011,90.089996,90.699997,87.699997,89.690002,70.691193,8124320
10-05-2011,89.57,90.260002,88.099998,88.915001,70.080345,5505290
11-05-2011,89.014999,92.055,88.400002,91.790001,72.346352,10245400
12-05-2011,92.010002,92.949997,90.610001,91.089996,71.794624,9952180
13-05-2011,91.305,94.980003,90.900002,93.580002,73.757195,10025490
16-05-2011,93.540001,95.25,90.864998,92.25,72.7089,22389510
17-05-2011,92.5,92.879997,89.720001,92.349998,72.787727,20334990
18-05-2011,92.300003,94.495003,91.305,94.055,74.131561,12546410
19-05-2011,94.205002,94.699997,91.525002,92.504997,72.909897,9893890
20-05-2011,92.510002,93.5,91.559998,91.894997,72.4291,7432740
23-05-2011,91.800003,91.800003,89.360001,89.910004,70.864594,7039230
24-05-2011,89.910004,94.07,89.519997,90.809998,71.573936,7133250
25-05-2011,90.5,90.800003,88.379997,90.099998,71.014328,9134050
26-05-2011,91,92.160004,90.644997,91.150002,71.841927,8869420
27-05-2011,91.504997,93.955002,91.275002,93.764999,73.902992,7260550
