Date,Open,High,Low,Close,Adj Close,Volume
28-06-2011,398,401.700012,391.649994,392.399994,161.564468,1186089
29-06-2011,396.100006,396.5,387.5,388.549988,159.979263,2091679
30-06-2011,390,393.799988,389.25,392.850006,161.749725,1614539
01-07-2011,392.850006,395,383,384.25,158.208771,2254393
04-07-2011,386.950012,396.200012,386.950012,395.100006,162.676102,1683417
05-07-2011,395,396.75,391.299988,395.350006,162.779022,882850
06-07-2011,397.950012,400.75,391.25,392.149994,161.461487,1853087
07-07-2011,395,395.899994,392.549988,394.25,162.326126,1111992
08-07-2011,370,378.700012,361,362.649994,149.315353,19402497
11-07-2011,299,367,299,356.75,146.886124,8003993
12-07-2011,355.5,368.649994,353,365.299988,150.406433,7031368
13-07-2011,367,370.5,365.600006,368.149994,151.579865,4671340
14-07-2011,366.350006,375.5,366.350006,371.450012,152.938599,3791759
15-07-2011,371.450012,373.75,364.799988,365.850006,150.632904,2338930
18-07-2011,368.399994,372.899994,365,368.899994,151.888687,1928820
19-07-2011,369.700012,371.850006,364.100006,369.850006,152.279831,1751354
20-07-2011,373,373.600006,366.549988,367.100006,151.147552,1144234
21-07-2011,366.950012,374,366.549988,367.899994,151.476929,1786938
22-07-2011,370.049988,372,367.200012,368.950012,151.909271,1621371
25-07-2011,370.700012,371.299988,367.25,369.100006,151.971024,1674691
26-07-2011,370.549988,376.450012,370,373.950012,153.967957,2173138
27-07-2011,374.850006,400.450012,374.799988,398.950012,164.261307,8304568
28-07-2011,403.649994,408.700012,391.700012,393.700012,162.09967,5536482
29-07-2011,390,395,385.100006,388.25,159.855743,1971794
01-08-2011,391.5,394.799988,387,391.75,161.296783,2027360
02-08-2011,391,398.399994,390,397.299988,163.581894,2508279
03-08-2011,391,396.299988,391,392,161.399765,2524242
04-08-2011,397.700012,406.5,393.049988,394.149994,162.284958,4004932
05-08-2011,389.399994,396.200012,375.200012,392.899994,161.770294,3203823
08-08-2011,381.100006,399.649994,378.200012,392.25,161.50264,4596727
09-08-2011,383,388,376.25,379,156.047195,4161457
10-08-2011,388.950012,389.200012,380.149994,381.299988,156.994156,2365785
11-08-2011,380.100006,388.600006,380.100006,386.25,159.032257,1581039
12-08-2011,390,393.799988,381.100006,385.25,158.620529,2785578
16-08-2011,390.100006,395.399994,386.200012,387.049988,159.361633,3817965
17-08-2011,389.399994,399,388,397.899994,163.828964,4815761
18-08-2011,401.5,404.100006,388.25,390.200012,160.65863,3881299
19-08-2011,385,398.450012,384.299988,393.450012,161.996735,4263628
22-08-2011,395,397.950012,391,394.399994,162.387878,2422421
23-08-2011,394.450012,394.700012,381.700012,392.399994,161.564468,5401601
24-08-2011,387.350006,388.350006,370.5,373.899994,153.947342,5263656
25-08-2011,374.100006,377.350006,361.649994,374.75,154.297333,5596203
26-08-2011,377,381.899994,357,359.399994,147.977234,5864875
29-08-2011,363.450012,372.600006,363.450012,369.350006,152.073959,3603683
30-08-2011,374.399994,378.899994,370.100006,375.600006,154.647324,2721134
02-09-2011,383,390.700012,375.200012,388.149994,159.81456,3519216
05-09-2011,383.25,386.950012,379.549988,381.049988,156.891205,1574228
06-09-2011,379.799988,383.950012,375.25,378.75,155.944275,2150209
07-09-2011,380.5,393,379.5,391.25,161.090927,3479610
08-09-2011,391.299988,391.5,384.600006,386.200012,159.174393,1874028
09-09-2011,388.950012,393.450012,379.649994,381.049988,157.051788,2337246
12-09-2011,379.399994,381.5,370.350006,377.5,155.588669,2230973
13-09-2011,379.5,383.600006,373,376,154.970413,1863685
14-09-2011,377.950012,382.700012,375.700012,377.799988,155.712311,2263022
15-09-2011,381.549988,382.399994,376.399994,378.5,156.000824,1389227
16-09-2011,381.5,383,375.549988,379.149994,156.268692,2933473
19-09-2011,377.100006,379,375.350006,376.5,155.176498,683397
20-09-2011,377.399994,380.700012,373.100006,378.399994,155.95961,2411501
21-09-2011,382.5,387.450012,380.200012,384.450012,158.453125,3797201
22-09-2011,379.950012,381.200012,374.049988,375.350006,154.702499,1916877
23-09-2011,372.200012,373.399994,364.649994,365.600006,150.683975,3128059
26-09-2011,365,365,342.100006,346.5,142.811829,6521673
27-09-2011,353.899994,359.25,351.100006,358.149994,147.613434,4671317
28-09-2011,361.799988,362.600006,351,355.649994,146.583054,2221187
29-09-2011,354.5,354.5,344.549988,350.649994,144.522278,2605432
30-09-2011,351.75,354.649994,325.149994,333.200012,137.330185,14757839
03-10-2011,330,339.700012,323.350006,336.799988,138.813889,8622229
04-10-2011,334,338.899994,317.350006,319.899994,131.848495,6097620
05-10-2011,321.899994,327.799988,314.549988,324.700012,133.826874,6675945
07-10-2011,334,339.899994,331.299988,337.549988,139.123047,7803489
10-10-2011,341,345,330.850006,343.649994,141.637177,10170568
11-10-2011,345.100006,347.649994,342.299988,345.75,142.502731,3946651
12-10-2011,346,349.149994,332.299988,337.950012,139.287903,10114266
13-10-2011,339.899994,340.649994,328.25,332.049988,136.856201,5951310
14-10-2011,330.200012,331,319.049988,322.549988,132.940735,9162659
17-10-2011,323.950012,324.600006,318.149994,321.149994,132.363693,6312019
18-10-2011,321.700012,331.350006,321.149994,330.049988,136.031876,12213184
19-10-2011,332.899994,338.5,332,334.850006,138.010254,4426087
20-10-2011,333.75,333.75,326.5,329.700012,135.88765,3657774
21-10-2011,330.899994,333.399994,327.5,328.549988,135.413635,1766269
24-10-2011,333,333.049988,323.200012,324.549988,133.76503,3643726
25-10-2011,324.200012,325.799988,320.549988,323.899994,133.497116,3614659
28-10-2011,342,342.799988,334.850006,338.200012,139.390961,8671739
31-10-2011,339.75,339.75,331.299988,332,136.835602,3014703
01-11-2011,330.700012,332.450012,328.850006,329.5,135.805191,1928657
02-11-2011,325.299988,329,325,325.899994,134.321442,3310414
03-11-2011,326.700012,329,324.049988,325.649994,134.218384,4108210
04-11-2011,329,330,325.450012,326.299988,134.486313,3532695
08-11-2011,328.450012,330.200012,326.549988,327.299988,134.898453,2300152
09-11-2011,329,330.299988,324.549988,326.100006,134.4039,3703073
11-11-2011,325,328.450012,323.799988,326.100006,134.4039,4015218
14-11-2011,326.100006,326.899994,319.399994,323.100006,133.167389,2911632
15-11-2011,322,325.399994,314.899994,317.149994,130.715103,2426013
16-11-2011,316.899994,317.25,306.049988,311.649994,128.448242,3890690
17-11-2011,311,311.25,300.25,304.950012,125.686806,5484081
18-11-2011,303.899994,303.899994,294.600006,297.649994,122.678032,6164620
21-11-2011,297,301.899994,294.75,297.549988,122.636833,2590004
22-11-2011,299.850006,304.950012,298,302.549988,124.697594,3376746
23-11-2011,301,303.399994,297,300.600006,123.893921,2565762
24-11-2011,302.100006,305.950012,298.100006,304.149994,125.357063,3583744
25-11-2011,303.100006,314.299988,300.899994,308.549988,127.170547,3004169
28-11-2011,312.299988,324.399994,311,322.5,132.920074,3578208
29-11-2011,323.399994,324.950012,319.100006,321.049988,132.322464,2912186
30-11-2011,320.950012,329.700012,318.200012,327.149994,134.836609,3023017
01-12-2011,335.200012,336,328.399994,330.5,136.217331,2920375
02-12-2011,330,335,326.350006,334.649994,137.927795,1842887
05-12-2011,335.75,338.350006,331.399994,332.899994,137.206482,1295784
07-12-2011,332.899994,333,320.299988,323.649994,133.394089,5922728
08-12-2011,319.899994,320.700012,310.850006,313.5,129.210739,5099681
09-12-2011,309.049988,318.5,305.75,316.049988,130.261719,2245578
12-12-2011,319,319.75,302.899994,304,125.295219,3270317
13-12-2011,303.5,309.799988,300.299988,308,126.943863,2304900
14-12-2011,305.549988,308.5,298.100006,300.25,123.749657,2569313
15-12-2011,298.899994,312.899994,293.649994,311.649994,128.448242,4955253
16-12-2011,314.049988,315,298.149994,300.75,123.955742,3337493
19-12-2011,300,308.399994,297.899994,307.149994,126.593529,2949577
20-12-2011,306.899994,310.100006,300.100006,302,124.470924,2497383
21-12-2011,307.25,307.899994,298.600006,302.75,124.78006,5048737
22-12-2011,302.75,303,293.600006,299.950012,123.62603,3747650
23-12-2011,302.899994,302.899994,298.600006,299.950012,123.62603,2340380
26-12-2011,302,306.899994,301.5,306.049988,126.140144,1796032
27-12-2011,305.5,307.600006,295.149994,298.25,122.925354,3212706
28-12-2011,296.5,301.799988,295.75,299.549988,123.461143,1957155
29-12-2011,298,302,297.100006,298.75,123.131432,2925666
30-12-2011,301,302.299988,296.950012,300.649994,123.914543,1723569
02-01-2012,303,313.200012,303,312.149994,128.654297,3499615
03-01-2012,315.700012,329.75,315.700012,327.200012,134.857239,6951091
04-01-2012,327.899994,330.799988,321.75,326.700012,134.651169,3565108
05-01-2012,324,327.950012,313.5,320.549988,132.116394,6830098
06-01-2012,315.899994,322.799988,315.899994,318.049988,131.086029,2714233
07-01-2012,null,null,null,null,null,null
09-01-2012,320,322,312.299988,313.899994,129.375565,3237127
10-01-2012,316.950012,321.299988,315.350006,318.049988,131.086029,3556640
11-01-2012,318.700012,323.350006,316.350006,320.399994,132.054596,2652061
12-01-2012,321.700012,327.799988,318,325.649994,134.218384,4866674
13-01-2012,327,345.899994,327,343.799988,141.699005,9030615
16-01-2012,343.450012,346.799988,339,340.799988,140.462524,3405645
17-01-2012,343,355,343,351.75,144.975662,5299117
18-01-2012,353.100006,358.299988,336.5,339.799988,140.050369,7110166
19-01-2012,341,351.200012,338,349.899994,144.21315,3572813
20-01-2012,351.950012,351.950012,336.100006,344.799988,142.111191,3705887
23-01-2012,341.200012,342.399994,332.200012,335,138.072083,2654998
24-01-2012,332.5,337.799988,328.350006,329.950012,135.990662,4062908
25-01-2012,332,345.799988,331.049988,342.899994,141.328049,5152317
27-01-2012,345.299988,348,339.100006,341.950012,140.936523,3135118
30-01-2012,338.600006,341,332.899994,335.649994,138.339935,2829375
31-01-2012,335,337.5,323.5,327.200012,134.857239,6397212
01-02-2012,327,327,315.700012,317,130.653244,10018128
02-02-2012,320.950012,324.75,319.5,322,132.714035,6184145
03-02-2012,325,329.5,323.450012,327.350006,134.919067,3378677
06-02-2012,331,333.25,326.149994,328.25,135.289978,3120365
07-02-2012,334.950012,334.950012,324.5,325.850006,134.300827,1900153
08-02-2012,326.25,335.649994,326.25,333.299988,137.371399,3911363
09-02-2012,333,336.350006,331.350006,333.299988,137.371399,3161155
10-02-2012,333.299988,334.75,327.5,331.850006,136.773727,3588782
13-02-2012,335,340.350006,333.399994,336.600006,138.731506,4388141
14-02-2012,337.799988,339.850006,332.299988,334.350006,137.804153,2450641
15-02-2012,339,343.950012,337.049988,339.850006,140.07103,4463513
16-02-2012,339.049988,339.75,319.049988,320.049988,131.910324,16369724
17-02-2012,325,332.5,322.899994,323.799988,133.455917,10576465
21-02-2012,325,328.899994,320.100006,326,134.362656,5880975
22-02-2012,327,330.600006,320,322.149994,132.775848,3968025
23-02-2012,321,325.75,318,322.75,133.023132,3360240
24-02-2012,322,330.549988,320.700012,327.649994,135.042694,4222023
27-02-2012,329,330.899994,317.100006,323.100006,133.167389,4789844
28-02-2012,323.950012,331.450012,323.5,330.450012,136.196762,2773113
29-02-2012,331.149994,335.799988,331.149994,334.5,137.865982,2881804
01-03-2012,333.899994,338.5,331,334.5,137.865982,2738044
02-03-2012,334.5,335.600006,329.350006,332.149994,136.89743,1871139
03-03-2012,null,null,null,null,null,null
05-03-2012,329.899994,330.899994,325.350006,327.850006,135.125168,1182214
06-03-2012,327,335.899994,325,330.149994,136.073105,2452725
07-03-2012,329.75,330.600006,323.600006,326.899994,134.733597,1867060
09-03-2012,329,337.75,329,336.049988,138.504807,2190819
12-03-2012,339,341.5,335.649994,337.450012,139.081833,2081580
13-03-2012,341.200012,345.700012,339.049988,343.350006,141.513535,3112273
14-03-2012,345.549988,349.700012,344,348.049988,143.450684,6289523
15-03-2012,340.799988,341.600006,336.049988,340.5,144.276932,2943615
16-03-2012,340.5,348.850006,339,341.649994,144.764221,5726497
19-03-2012,336.299988,341.149994,333,334.799988,141.86171,1523499
20-03-2012,332.600006,335.25,325.5,326.549988,138.366043,3024480
21-03-2012,327.25,333,327.25,331.149994,140.315155,2308361
22-03-2012,330.700012,344.549988,329.600006,338.649994,143.493057,6022192
23-03-2012,339.899994,342.899994,330.299988,334.850006,141.882919,1996054
26-03-2012,334,336.649994,328.600006,331.950012,140.654099,1653792
27-03-2012,333,334.799988,325.399994,330.899994,140.209213,4081274
28-03-2012,332.049988,333.100006,328.100006,331.600006,140.505829,1603380
29-03-2012,330,340.399994,330,332.799988,141.014282,5451105
30-03-2012,333.200012,349,332.600006,343.899994,145.717606,2711580
02-04-2012,340,343.299988,335.100006,341.200012,144.573547,2427033
03-04-2012,342.899994,347.299988,340.549988,343.299988,145.463379,1424419
04-04-2012,337,344.700012,334.600006,341.600006,144.743027,2287795
09-04-2012,336.399994,342.299988,336,336.450012,142.560852,892507
10-04-2012,337.100006,337.799988,331,333.299988,141.226151,873331
11-04-2012,330,336.600006,328.5,331.049988,140.272766,1699275
12-04-2012,333,335.75,331.75,333.149994,141.162567,1201944
13-04-2012,338.399994,344.600006,335.299988,338.899994,143.598984,1894838
16-04-2012,334.049988,339.899994,334.049988,339.149994,143.704941,806031
17-04-2012,343,352.450012,343,350.049988,148.323456,4635971
18-04-2012,353.5,353.899994,346.399994,348.049988,147.476028,1425875
19-04-2012,349.5,362.799988,347.299988,361.600006,153.217453,3178601
20-04-2012,361,364.600006,356,362.450012,153.577637,2814624
23-04-2012,359.100006,367.450012,352.299988,355.399994,150.590347,2317353
24-04-2012,357.700012,363.700012,352.850006,356.100006,150.886978,2301413
25-04-2012,357,358.25,348.5,349.5,148.090424,1822054
26-04-2012,352.899994,362.649994,343.899994,359.399994,152.285233,5184496
27-04-2012,356.5,357.950012,348,351.25,148.831955,1031688
30-04-2012,351.5,354.899994,349.100006,352.350006,149.298035,745458
02-05-2012,353.549988,355.450012,343.25,345.799988,146.522629,2621232
03-05-2012,343.299988,344.649994,332.799988,336.950012,142.772736,3406455
04-05-2012,337,339,328.600006,329.799988,139.743134,1430057
07-05-2012,327,332.399994,325.100006,328.5,139.192291,2982635
08-05-2012,327.100006,338.700012,327,334.700012,141.819351,3112575
09-05-2012,332.850006,332.850006,325.299988,326.5,138.344864,2775700
10-05-2012,327.950012,330.649994,320,321.299988,136.141464,1823505
11-05-2012,320.450012,321.200012,312.649994,314.5,133.260208,2240167
14-05-2012,315,320.25,314,316.100006,133.938156,2554750
15-05-2012,313.100006,315.850006,310.5,314.200012,133.133087,1867697
16-05-2012,311.5,315.5,307.399994,308.399994,130.675507,2230341
17-05-2012,308.299988,312.5,305.5,306.450012,129.849243,2066494
18-05-2012,304,305.799988,301.100006,303.100006,128.429764,2601032
21-05-2012,302.5,311.299988,302.049988,310,131.3535,1855016
22-05-2012,313.5,314.899994,305.100006,305.950012,129.63736,1763845
23-05-2012,304.799988,309.850006,302.600006,308.350006,130.654312,1096968
24-05-2012,308,312.100006,305.100006,309.75,131.247513,888439
25-05-2012,308.5,314.299988,307.299988,313.549988,132.857651,1207744
28-05-2012,314,316.5,313.25,315,133.472061,976383
29-05-2012,319,324,317.100006,321.850006,136.374527,2048507
30-05-2012,319.850006,322.399994,318.100006,319.649994,135.442337,1288436
31-05-2012,316,325.75,316,321.600006,136.2686,4945117
01-06-2012,321.600006,324.25,318.399994,321.75,136.332184,1725372
04-06-2012,321.75,322.549988,315.100006,320.100006,135.633026,1779732
05-06-2012,320.299988,324.75,314.799988,316.100006,133.938156,1820932
06-06-2012,317,323.5,317,322,136.43811,2518829
07-06-2012,323.350006,326.649994,323.350006,325.25,137.815201,1102332
08-06-2012,323.799988,329.5,321.799988,327.700012,138.853317,1309159
11-06-2012,329,337.299988,328.100006,332.700012,140.971924,1775891
12-06-2012,330.700012,337.200012,330.200012,336.100006,142.412552,1185164
13-06-2012,336.5,340.899994,332.5,333.299988,141.226151,1541990
14-06-2012,333.549988,336.700012,329.450012,330.950012,140.230392,1016302
15-06-2012,333,340.899994,333,339.700012,143.937973,2607870
18-06-2012,341.299988,344,336.850006,339.549988,143.87442,1920907
19-06-2012,338.799988,345.149994,334.600006,344,145.759949,1889552
20-06-2012,345.200012,346.25,336.100006,337.899994,143.175262,1968947
21-06-2012,336.200012,343.75,334.75,341.899994,144.870148,1306288
22-06-2012,340,343.350006,336.5,337.700012,143.09053,1307708
25-06-2012,341.350006,345,335.200012,336.649994,142.645584,1341511
26-06-2012,337,340,335.049988,338.799988,143.55661,977526
27-06-2012,340,344.450012,338.850006,342.799988,145.251511,1093934
28-06-2012,342.049988,348.950012,341.899994,347.850006,147.391281,1551058
29-06-2012,350,354,343.049988,346.799988,146.946365,2197837
02-07-2012,348,351.850006,344.75,350.399994,148.471802,939971
03-07-2012,349.350006,357.899994,346.799988,356.899994,151.225983,1721062
04-07-2012,357,358.649994,352.299988,353.75,149.891235,1463831
05-07-2012,354.600006,356.149994,347.600006,348.5,147.666718,992871
06-07-2012,348.399994,354.100006,347.299988,351.399994,148.895493,2194702
09-07-2012,349,352.899994,346.5,350.549988,148.535278,1169024
10-07-2012,351,360,350.549988,353.899994,149.954788,1487627
11-07-2012,351.200012,354.700012,350.25,353.5,149.785263,747301
12-07-2012,351.700012,355.75,351.25,354.350006,150.145462,1078046
13-07-2012,355,357,353,354.100006,150.039551,1002438
16-07-2012,353,356.850006,349.700012,350.549988,148.535278,1105616
17-07-2012,354,355.399994,351.950012,354.299988,150.124268,1404550
18-07-2012,355.5,361.899994,355.5,360.299988,152.66658,3132440
19-07-2012,362.700012,363.600006,358.25,359.799988,152.454758,1221959
20-07-2012,359.200012,363.200012,359,361,152.963196,973638
23-07-2012,359,359.700012,354.799988,355.799988,150.759872,705880
24-07-2012,355,357.649994,352.75,356.100006,150.886978,871978
25-07-2012,353,355,346,351,148.725983,1403757
26-07-2012,351,351.799988,346.200012,348.75,147.772614,2974750
27-07-2012,351.5,354.5,350.049988,353.899994,149.954788,1257600
30-07-2012,354.5,359.100006,352.100006,355.799988,150.759872,1155127
31-07-2012,356,361.399994,355.100006,359.350006,152.264084,1652469
01-08-2012,357,358.700012,345.200012,349.25,147.984482,2658429
02-08-2012,350.600006,351,343.25,346.75,146.925171,2215158
03-08-2012,344.399994,345,335.049988,344,145.759949,3796470
06-08-2012,344.700012,347.399994,341.149994,343.450012,145.526901,1030665
07-08-2012,342.350006,346,340.049988,344.5,145.971802,1818651
08-08-2012,345,351.5,343.850006,345.200012,146.268448,2484555
09-08-2012,346.899994,354.75,346.049988,352.600006,149.403961,3254288
10-08-2012,352.700012,353.799988,347.149994,348.600006,147.709091,1096183
13-08-2012,350,350.5,345.700012,347.649994,147.306549,982115
14-08-2012,350,356,350,353.75,149.891235,2594238
16-08-2012,353,354.649994,348.700012,353.600006,149.827682,1322951
17-08-2012,355,356.450012,348.850006,349.899994,148.259933,3018095
21-08-2012,349.950012,353.549988,345.700012,352.450012,149.340393,805617
22-08-2012,349.25,357.399994,349.25,355.75,150.738678,1228381
23-08-2012,355.149994,360.350006,353.549988,359.100006,152.158157,2822248
24-08-2012,358.25,371.75,358.25,367.049988,155.526703,4474419
27-08-2012,366.899994,369.850006,362.200012,364.75,154.552124,2562249
28-08-2012,362.25,365.5,357.600006,359.450012,152.306442,1088810
29-08-2012,359.25,361.950012,356.700012,359.799988,152.454758,768280
30-08-2012,358.75,366,357.049988,360.700012,152.83609,1876595
31-08-2012,359.5,359.5,349.399994,351.450012,148.916672,1690335
03-09-2012,352.399994,362.950012,349.350006,360.899994,152.920853,1238762
04-09-2012,361.25,363.25,355.600006,360.649994,152.814926,1335023
05-09-2012,357.25,361.600006,355.25,359.200012,152.200516,1999234
06-09-2012,360,361.350006,355.649994,358.25,152.009598,772575
07-09-2012,361,362.799988,357.899994,361.200012,153.261292,813793
08-09-2012,null,null,null,null,null,null
10-09-2012,361,369.75,360.149994,366.700012,155.595032,1683054
11-09-2012,363,367.600006,363,366.700012,155.595032,790047
12-09-2012,366.299988,377.5,366.299988,376.649994,159.816925,3049221
